Em,IDSessao,Pedido,IP,Pageviews
04/05/2017 02:11:00,2091273011,,"66.249.64.218",0
04/05/2017 02:02:00,2091270912,,"54.236.1.13",0
04/05/2017 01:59:00,2091270006,,"66.249.64.218",0
04/05/2017 01:55:00,2091269065,,"66.249.64.210",0
04/05/2017 01:52:00,2091268119,,"66.249.64.210",0
04/05/2017 01:30:00,2091262272,,"66.249.64.214",0
04/05/2017 01:18:00,2091259118,,"66.249.64.214",0
04/05/2017 01:13:00,2091257839,,"66.249.64.240",0
04/05/2017 01:00:00,2091253740,,"173.194.94.100",1
04/05/2017 00:56:00,2091252516,,"168.0.106.122",13
04/05/2017 00:38:00,2091247126,,"177.6.34.73",14
04/05/2017 00:35:00,2091246221,,"67.227.147.192",1
04/05/2017 00:27:00,2091243231,,"54.236.1.14",0
04/05/2017 00:23:00,2091241982,,"66.249.64.210",0
04/05/2017 00:23:00,2091241793,,"66.249.64.214",0
04/05/2017 00:22:00,2091241259,,"66.249.64.218",0
04/05/2017 00:21:00,2091240856,,"177.9.146.155",3
04/05/2017 00:19:00,2091240405,,"66.249.64.202",0
04/05/2017 00:09:00,2091236798,,"75.126.10.150",1
04/05/2017 00:08:00,2091236486,,"179.217.248.132",4
04/05/2017 00:05:00,2091235465,,"66.249.64.202",0
04/05/2017 00:05:00,2091235317,,"66.249.64.214",0
04/05/2017 00:03:00,2091234763,,"191.241.163.11",5
03/05/2017 23:58:00,2091233082,,"177.96.143.134",12
03/05/2017 23:50:00,2091229686,,"66.249.64.210",0
03/05/2017 23:48:00,2091228741,,"201.92.154.153",5
03/05/2017 23:48:00,2091228684,,"66.102.8.8",0
03/05/2017 23:48:00,2091228681,,"66.102.8.10",0
03/05/2017 23:48:00,2091228680,,"66.102.8.10",0
03/05/2017 23:48:00,2091228675,,"66.102.8.8",0
03/05/2017 23:48:00,2091228674,,"66.102.8.12",0
03/05/2017 23:48:00,2091228673,,"66.102.8.8",0
03/05/2017 23:48:00,2091228661,,"66.102.8.8",0
03/05/2017 23:48:00,2091228660,,"66.102.8.12",0
03/05/2017 23:46:00,2091228228,,"66.249.64.214",0
03/05/2017 23:39:00,2091225186,,"54.236.1.13",0
03/05/2017 23:39:00,2091225175,,"181.220.250.63",3
03/05/2017 23:36:00,2091224011,,"191.177.186.111",5
03/05/2017 23:33:00,2091222021,,"66.249.64.214",0
03/05/2017 23:28:00,2091218798,,"66.249.64.218",0
03/05/2017 23:23:00,2091216792,,"66.249.64.214",0
03/05/2017 23:21:00,2091215870,,"179.232.44.211",1
03/05/2017 23:18:00,2091214683,,"189.29.21.151",1
03/05/2017 23:16:00,2091213763,,"66.249.64.210",0
03/05/2017 23:08:00,2091210167,,"189.75.76.39",28
03/05/2017 23:07:00,2091209369,,"54.236.1.13",0
03/05/2017 23:07:00,2091209312,,"200.146.17.232",1
03/05/2017 23:03:00,2091207854,,"177.205.180.51",5
03/05/2017 22:57:00,2091205164,,"66.249.64.214",0
03/05/2017 22:56:00,2091204700,,"66.249.64.210",0
03/05/2017 22:54:00,2091203883,,"186.247.184.2",2
03/05/2017 22:48:00,2091200420,,"66.249.64.218",0
03/05/2017 22:43:00,2091198267,,"201.6.129.127",7
03/05/2017 22:41:00,2091197199,,"31.173.100.86",0
03/05/2017 22:39:00,2091196468,16322,"201.6.129.127",21
03/05/2017 22:37:00,2091195198,,"201.6.129.127",15
03/05/2017 22:34:00,2091193212,,"66.249.64.210",0
03/05/2017 22:29:00,2091190581,,"54.236.1.13",0
03/05/2017 22:29:00,2091190572,,"200.10.51.36",1
03/05/2017 22:23:00,2091187714,,"177.1.133.190",8
03/05/2017 22:23:00,2091187514,,"54.236.1.11",0
03/05/2017 22:22:00,2091187453,,"189.69.118.162",1
03/05/2017 22:21:00,2091186909,,"187.18.239.186",44
03/05/2017 22:18:00,2091185355,,"177.11.254.2",1
03/05/2017 22:13:00,2091182948,,"177.52.29.66",2
03/05/2017 22:08:00,2091180360,,"143.202.5.186",33
03/05/2017 22:06:00,2091179093,,"66.249.64.214",0
03/05/2017 21:57:00,2091174831,,"186.203.202.6",22
03/05/2017 21:55:00,2091173829,,"66.249.64.214",0
03/05/2017 21:55:00,2091173568,,"187.121.140.250",23
03/05/2017 21:54:00,2091173216,,"66.249.64.218",0
03/05/2017 21:53:00,2091172545,,"173.252.88.190",0
03/05/2017 21:53:00,2091172534,,"189.95.20.6",2
03/05/2017 21:50:00,2091171012,,"66.249.64.210",0
03/05/2017 21:49:00,2091170990,,"66.249.64.210",0
03/05/2017 21:49:00,2091170573,,"54.236.1.13",0
03/05/2017 21:49:00,2091170515,,"191.242.137.226",4
03/05/2017 21:45:00,2091168789,,"168.181.51.31",4
03/05/2017 21:44:00,2091168304,,"170.82.134.242",1
03/05/2017 21:40:00,2091166293,,"191.55.7.6",3
03/05/2017 21:40:00,2091166032,,"179.155.90.249",7
03/05/2017 21:31:00,2091161705,,"201.40.93.169",4
03/05/2017 21:30:00,2091161121,,"66.249.64.214",0
03/05/2017 21:24:00,2091158093,,"54.236.1.11",0
03/05/2017 21:20:00,2091156516,,"66.249.64.210",0
03/05/2017 21:18:00,2091155596,,"179.189.9.154",12
03/05/2017 21:17:00,2091154882,,"54.236.1.13",0
03/05/2017 21:17:00,2091154865,,"179.253.34.54",1
03/05/2017 21:12:00,2091152299,,"177.79.67.72",23
03/05/2017 21:10:00,2091151466,,"66.249.64.244",0
03/05/2017 20:59:00,2091144419,,"168.181.48.72",46
03/05/2017 20:58:00,2091142735,,"187.180.179.43",1
03/05/2017 20:55:00,2091140398,,"187.73.243.162",0
03/05/2017 20:55:00,2091140241,,"66.249.64.218",0
03/05/2017 20:51:00,2091137884,,"66.249.64.218",0
03/05/2017 20:39:00,2091132170,,"187.58.229.138",3
03/05/2017 20:37:00,2091131367,,"66.249.64.214",0
03/05/2017 20:34:00,2091129404,,"191.179.135.157",6
03/05/2017 20:31:00,2091127717,,"168.194.245.129",1
03/05/2017 20:28:00,2091126477,,"152.250.245.181",1
03/05/2017 20:28:00,2091126388,,"181.40.84.244",3
03/05/2017 20:27:00,2091125987,,"173.252.123.137",0
03/05/2017 20:26:00,2091125388,,"168.181.48.133",2
03/05/2017 20:09:00,2091117448,,"177.39.129.248",24
03/05/2017 20:07:00,2091116653,,"186.232.88.2",18
03/05/2017 20:02:00,2091114209,,"131.253.27.10",0
03/05/2017 20:01:00,2091113677,,"186.237.159.228",1
03/05/2017 20:00:00,2091113161,,"177.94.35.168",1
03/05/2017 19:58:00,2091111744,,"66.249.64.210",0
03/05/2017 19:54:00,2091109538,,"66.249.64.210",0
03/05/2017 19:54:00,2091109525,,"66.249.64.214",0
03/05/2017 19:53:00,2091109487,,"66.249.64.214",0
03/05/2017 19:51:00,2091108851,,"177.191.88.83",3
03/05/2017 19:49:00,2091107993,,"66.249.64.210",0
03/05/2017 19:45:00,2091105974,,"179.186.199.11",10
03/05/2017 19:44:00,2091105613,,"207.46.13.11",0
03/05/2017 19:43:00,2091104843,,"62.48.174.66",0
03/05/2017 19:43:00,2091104829,,"54.236.1.13",0
03/05/2017 19:42:00,2091104517,,"177.79.89.78",12
03/05/2017 19:41:00,2091104247,,"66.249.64.210",0
03/05/2017 19:41:00,2091104157,,"66.249.64.210",0
03/05/2017 19:41:00,2091104156,,"66.249.64.210",0
03/05/2017 19:41:00,2091104141,,"66.249.64.210",0
03/05/2017 19:41:00,2091104139,,"66.249.64.210",0
03/05/2017 19:41:00,2091104054,,"66.249.64.214",0
03/05/2017 19:41:00,2091104052,,"66.249.64.210",0
03/05/2017 19:41:00,2091104047,,"66.249.64.210",0
03/05/2017 19:41:00,2091104044,,"66.249.64.214",0
03/05/2017 19:41:00,2091104035,,"66.249.64.214",0
03/05/2017 19:41:00,2091103963,,"66.249.64.218",0
03/05/2017 19:40:00,2091103819,,"66.249.64.210",0
03/05/2017 19:40:00,2091103550,,"66.249.64.210",0
03/05/2017 19:40:00,2091103531,,"66.249.64.210",0
03/05/2017 19:40:00,2091103477,,"66.249.64.214",0
03/05/2017 19:40:00,2091103455,,"138.186.166.201",26
03/05/2017 19:34:00,2091100704,,"66.249.64.218",0
03/05/2017 19:21:00,2091095519,,"66.249.64.210",0
03/05/2017 19:21:00,2091095510,,"131.253.27.120",0
03/05/2017 19:20:00,2091095107,,"66.249.64.214",0
03/05/2017 19:20:00,2091094908,,"186.244.24.68",2
03/05/2017 19:17:00,2091093827,,"54.236.1.11",0
03/05/2017 19:12:00,2091091289,,"201.17.211.52",9
03/05/2017 19:04:00,2091087265,,"201.94.245.157",8
03/05/2017 18:57:00,2091084474,,"179.198.193.248",3
03/05/2017 18:56:00,2091083983,,"170.83.165.164",11
03/05/2017 18:51:00,2091081461,,"66.249.64.210",0
03/05/2017 18:40:00,2091076240,,"189.84.184.48",1
03/05/2017 18:31:00,2091072596,,"54.236.1.11",0
03/05/2017 18:31:00,2091072582,,"186.237.159.228",1
03/05/2017 18:31:00,2091072537,,"186.237.159.228",1
03/05/2017 18:30:00,2091072489,,"186.237.159.228",1
03/05/2017 18:30:00,2091072424,,"186.237.159.228",1
03/05/2017 18:30:00,2091072406,,"190.233.186.101",1
03/05/2017 18:30:00,2091072369,,"186.237.159.228",1
03/05/2017 18:30:00,2091072367,,"186.237.159.228",1
03/05/2017 18:28:00,2091071527,,"157.55.39.105",0
03/05/2017 18:28:00,2091071285,,"189.5.89.53",12
03/05/2017 18:25:00,2091070114,,"66.249.64.210",0
03/05/2017 18:24:00,2091069639,,"66.249.64.210",0
03/05/2017 18:22:00,2091068798,,"40.77.167.37",0
03/05/2017 18:20:00,2091067835,,"200.9.130.17",56
03/05/2017 18:17:00,2091066080,,"66.249.64.218",0
03/05/2017 18:08:00,2091062082,,"179.199.248.0",4
03/05/2017 18:06:00,2091061341,,"177.140.168.170",6
03/05/2017 18:06:00,2091061042,,"187.94.247.122",14
03/05/2017 18:03:00,2091060084,,"66.249.64.218",0
03/05/2017 18:01:00,2091059022,,"179.210.58.109",2
03/05/2017 17:58:00,2091057572,,"157.55.39.11",0
03/05/2017 17:55:00,2091055868,,"189.95.20.6",8
03/05/2017 17:54:00,2091055683,,"179.177.168.108",20
03/05/2017 17:53:00,2091055034,,"66.249.64.210",0
03/05/2017 17:53:00,2091055005,,"66.249.64.218",0
03/05/2017 17:53:00,2091054981,,"66.249.64.214",0
03/05/2017 17:51:00,2091054024,,"66.249.64.214",0
03/05/2017 17:51:00,2091053975,,"54.236.1.13",0
03/05/2017 17:51:00,2091053949,,"177.41.116.69",2
03/05/2017 17:48:00,2091052602,,"40.77.167.37",0
03/05/2017 17:44:00,2091050688,,"66.249.64.214",0
03/05/2017 17:40:00,2091048330,,"191.55.254.13",33
03/05/2017 17:39:00,2091047984,,"173.252.113.114",2
03/05/2017 17:39:00,2091047977,,"173.252.124.120",1
03/05/2017 17:39:00,2091047879,,"66.102.7.200",2
03/05/2017 17:38:00,2091047453,,"173.252.114.114",2
03/05/2017 17:38:00,2091047445,,"69.171.228.119",0
03/05/2017 17:38:00,2091047302,,"54.236.1.13",0
03/05/2017 17:37:00,2091047009,,"66.102.7.200",2
03/05/2017 17:30:00,2091043618,,"186.237.159.228",10
03/05/2017 17:30:00,2091043491,,"189.90.206.254",10
03/05/2017 17:27:00,2091041760,,"177.3.29.64",3
03/05/2017 17:26:00,2091041422,,"186.208.131.124",4
03/05/2017 17:19:00,2091038169,,"179.198.193.248",1
03/05/2017 17:15:00,2091035958,,"191.188.58.2",14
03/05/2017 17:11:00,2091033541,,"54.236.1.11",0
03/05/2017 17:10:00,2091033099,,"138.97.7.163",41
03/05/2017 17:10:00,2091032717,,"173.252.84.195",0
03/05/2017 17:10:00,2091032608,,"157.55.39.11",0
03/05/2017 17:08:00,2091031425,,"157.55.39.105",0
03/05/2017 17:07:00,2091031071,,"54.236.1.13",0
03/05/2017 17:07:00,2091031023,,"189.59.30.96",3
03/05/2017 17:04:00,2091029289,,"191.251.80.199",4
03/05/2017 17:04:00,2091029144,,"200.129.208.242",1
03/05/2017 17:00:00,2091027157,,"157.55.39.11",0
03/05/2017 16:59:00,2091026704,,"179.211.230.110",12
03/05/2017 16:57:00,2091025298,,"131.253.25.143",0
03/05/2017 16:53:00,2091023298,,"191.251.112.218",7
03/05/2017 16:53:00,2091022821,,"186.203.202.6",4
03/05/2017 16:52:00,2091022653,,"186.225.117.58",10
03/05/2017 16:51:00,2091021730,,"177.66.186.98",113
03/05/2017 16:50:00,2091021430,,"191.243.62.200",31
03/05/2017 16:43:00,2091017162,,"200.0.102.2",1
03/05/2017 16:42:00,2091016913,,"66.249.64.214",0
03/05/2017 16:41:00,2091016012,,"186.237.159.228",44
03/05/2017 16:41:00,2091015842,,"191.54.205.16",17
03/05/2017 16:38:00,2091013937,,"181.40.84.244",16
03/05/2017 16:38:00,2091013912,,"207.46.13.11",0
03/05/2017 16:37:00,2091013361,,"207.46.13.11",0
03/05/2017 16:37:00,2091012729,,"40.77.167.37",0
03/05/2017 16:36:00,2091012698,,"157.55.39.11",0
03/05/2017 16:36:00,2091012681,,"157.55.39.11",0
03/05/2017 16:26:00,2091006293,,"191.184.163.195",4
03/05/2017 16:24:00,2091005098,,"138.255.70.91",1
03/05/2017 16:24:00,2091004926,,"54.236.1.13",0
03/05/2017 16:24:00,2091004872,,"138.255.70.91",1
03/05/2017 16:22:00,2091004019,,"66.249.64.218",0
03/05/2017 16:16:00,2091000617,,"66.249.64.214",0
03/05/2017 16:15:00,2090999731,,"186.237.159.228",5
03/05/2017 16:09:00,2090996807,,"186.237.159.228",78
03/05/2017 16:06:00,2090995517,,"200.150.122.202",1
03/05/2017 16:05:00,2090995061,,"186.234.253.55",3
03/05/2017 16:05:00,2090995001,,"179.215.178.156",4
03/05/2017 16:03:00,2090993915,16321,"186.236.130.145",70
03/05/2017 16:01:00,2090992803,,"177.125.243.171",1
03/05/2017 15:58:00,2090991388,,"157.55.39.11",0
03/05/2017 15:56:00,2090990704,,"179.233.100.19",4
03/05/2017 15:51:00,2090988110,,"66.249.64.210",0
03/05/2017 15:51:00,2090988080,,"66.249.64.214",0
03/05/2017 15:51:00,2090988036,,"66.249.64.218",0
03/05/2017 15:49:00,2090987207,,"54.236.1.13",0
03/05/2017 15:49:00,2090987191,,"177.79.27.120",2
03/05/2017 15:49:00,2090987137,,"189.12.129.172",42
03/05/2017 15:43:00,2090983936,,"66.249.64.214",0
03/05/2017 15:39:00,2090981651,,"187.16.128.93",1
03/05/2017 15:37:00,2090980586,,"179.233.100.19",75
03/05/2017 15:33:00,2090978491,,"179.192.189.143",57
03/05/2017 15:33:00,2090978418,,"200.150.122.202",8
03/05/2017 15:32:00,2090978209,,"186.237.159.228",3
03/05/2017 15:32:00,2090978067,,"177.79.78.109",4
03/05/2017 15:31:00,2090977557,,"200.0.102.2",3
03/05/2017 15:28:00,2090975819,,"200.198.58.52",2
03/05/2017 15:27:00,2090975783,,"177.34.223.215",1
03/05/2017 15:26:00,2090975211,,"187.109.129.84",11
03/05/2017 15:22:00,2090973425,,"179.104.215.155",1
03/05/2017 15:22:00,2090973259,,"177.70.68.222",5
03/05/2017 15:19:00,2090971830,,"189.124.116.46",16
03/05/2017 15:13:00,2090969139,,"138.219.23.95",9
03/05/2017 15:13:00,2090968711,,"186.237.159.228",255
03/05/2017 15:13:00,2090968659,,"186.237.159.228",0
03/05/2017 15:11:00,2090967913,,"201.79.21.95",28
03/05/2017 15:11:00,2090967691,,"200.195.133.163",12
03/05/2017 15:09:00,2090966906,,"186.234.253.55",0
03/05/2017 15:06:00,2090965232,,"54.236.1.11",0
03/05/2017 15:06:00,2090965219,,"191.250.62.71",4
03/05/2017 15:05:00,2090964770,,"189.44.225.227",6
03/05/2017 15:05:00,2090964753,,"186.237.159.228",91
03/05/2017 15:04:00,2090964308,,"40.77.167.37",0
03/05/2017 15:03:00,2090963379,,"187.66.69.209",1
03/05/2017 15:01:00,2090962673,,"186.237.159.228",1
03/05/2017 15:01:00,2090962331,,"157.55.39.105",0
03/05/2017 14:57:00,2090960778,,"200.149.73.76",1
03/05/2017 14:50:00,2090957168,,"186.237.153.161",11
03/05/2017 14:50:00,2090957032,,"186.237.159.228",2
03/05/2017 14:50:00,2090956922,,"66.249.64.226",0
03/05/2017 14:48:00,2090956072,,"187.16.238.2",1
03/05/2017 14:46:00,2090955119,,"189.63.151.86",2
03/05/2017 14:46:00,2090954800,,"66.249.64.202",0
03/05/2017 14:45:00,2090954564,,"168.227.112.38",17
03/05/2017 14:42:00,2090952581,,"187.84.190.10",1
03/05/2017 14:40:00,2090951649,,"200.169.41.118",45
03/05/2017 14:27:00,2090945497,,"187.112.85.140",2
03/05/2017 14:25:00,2090944333,,"191.179.135.157",36
03/05/2017 14:23:00,2090943651,,"186.235.73.191",20
03/05/2017 14:22:00,2090943127,,"131.253.27.160",0
03/05/2017 14:15:00,2090939640,,"186.237.159.228",44
03/05/2017 14:08:00,2090936605,,"200.193.250.120",18
03/05/2017 14:02:00,2090933367,,"66.249.69.12",0
03/05/2017 13:58:00,2090931648,,"66.249.64.214",0
03/05/2017 13:58:00,2090931497,,"186.237.159.228",2
03/05/2017 13:57:00,2090930796,,"54.236.1.13",0
03/05/2017 13:54:00,2090929644,,"186.237.159.228",26
03/05/2017 13:53:00,2090929163,,"187.94.206.13",1
03/05/2017 13:53:00,2090928889,,"179.208.190.31",2
03/05/2017 13:51:00,2090927838,,"66.249.64.210",0
03/05/2017 13:51:00,2090927813,,"66.249.64.214",0
03/05/2017 13:51:00,2090927797,,"66.249.64.210",0
03/05/2017 13:50:00,2090927650,,"54.236.1.13",0
03/05/2017 13:50:00,2090927636,,"190.151.168.57",1
03/05/2017 13:48:00,2090926443,,"131.72.22.8",1
03/05/2017 13:47:00,2090926033,,"189.114.166.20",0
03/05/2017 13:41:00,2090922851,,"173.252.98.80",0
03/05/2017 13:41:00,2090922849,,"173.252.98.84",0
03/05/2017 13:41:00,2090922847,,"173.252.98.82",0
03/05/2017 13:41:00,2090922846,,"173.252.98.86",0
03/05/2017 13:40:00,2090922481,,"66.220.151.88",1
03/05/2017 13:38:00,2090921760,,"186.237.159.228",255
03/05/2017 13:37:00,2090921221,,"177.137.217.197",20
03/05/2017 13:37:00,2090921089,,"187.44.46.58",4
03/05/2017 13:27:00,2090916623,,"189.92.217.51",4
03/05/2017 13:24:00,2090915455,,"201.79.21.95",8
03/05/2017 13:21:00,2090913848,,"40.77.167.37",0
03/05/2017 13:11:00,2090909326,,"65.55.210.83",0
03/05/2017 13:11:00,2090909325,,"173.252.98.29",1
03/05/2017 13:05:00,2090906476,,"168.205.156.182",67
03/05/2017 12:58:00,2090903761,,"66.249.64.214",0
03/05/2017 12:51:00,2090900563,,"186.216.157.60",5
03/05/2017 12:50:00,2090899835,,"173.252.124.119",1
03/05/2017 12:46:00,2090898044,,"187.44.46.58",9
03/05/2017 12:39:00,2090894786,,"179.183.193.112",3
03/05/2017 12:29:00,2090890197,,"186.235.18.25",11
03/05/2017 12:28:00,2090889740,,"177.101.83.12",32
03/05/2017 12:24:00,2090887918,,"168.181.48.73",2
03/05/2017 12:23:00,2090887355,,"187.109.205.181",5
03/05/2017 12:22:00,2090886981,,"66.249.64.218",0
03/05/2017 12:19:00,2090885785,,"66.249.64.210",0
03/05/2017 12:18:00,2090885476,,"66.249.64.210",0
03/05/2017 12:13:00,2090883099,,"177.19.177.74",26
03/05/2017 12:09:00,2090881194,,"179.107.54.222",1
03/05/2017 12:09:00,2090881143,,"157.55.39.11",0
03/05/2017 12:03:00,2090878587,,"152.246.113.114",0
03/05/2017 12:01:00,2090877616,,"201.17.211.52",1
03/05/2017 12:00:00,2090877289,,"157.55.39.105",0
03/05/2017 11:59:00,2090876735,,"200.150.122.202",18
03/05/2017 11:58:00,2090876042,,"189.124.84.14",30
03/05/2017 11:52:00,2090873167,,"207.46.13.11",0
03/05/2017 11:51:00,2090872679,,"138.36.7.50",0
03/05/2017 11:51:00,2090872676,,"138.36.7.50",0
03/05/2017 11:51:00,2090872571,,"138.36.7.50",1
03/05/2017 11:45:00,2090869782,,"157.55.39.105",0
03/05/2017 11:44:00,2090868997,,"186.234.253.55",13
03/05/2017 11:44:00,2090868934,,"66.249.64.214",0
03/05/2017 11:40:00,2090867458,,"138.36.7.50",13
03/05/2017 11:38:00,2090866087,,"177.85.165.137",52
03/05/2017 11:37:00,2090865890,,"191.55.242.250",10
03/05/2017 11:34:00,2090863877,,"66.249.64.210",0
03/05/2017 11:34:00,2090863839,,"66.249.64.214",0
03/05/2017 11:34:00,2090863803,,"66.249.64.214",0
03/05/2017 11:29:00,2090861646,,"157.55.39.11",0
03/05/2017 11:23:00,2090858892,,"200.8.250.42",1
03/05/2017 11:23:00,2090858796,,"54.236.1.13",0
03/05/2017 11:22:00,2090858712,,"189.44.225.227",6
03/05/2017 11:12:00,2090853816,,"54.236.1.14",0
03/05/2017 11:07:00,2090851152,,"143.208.62.230",3
03/05/2017 10:58:00,2090847174,,"191.177.141.120",25
03/05/2017 10:50:00,2090843234,,"54.236.1.13",0
03/05/2017 10:50:00,2090843198,,"78.179.164.196",1
03/05/2017 10:47:00,2090841794,,"200.0.102.2",7
03/05/2017 10:42:00,2090839260,,"173.252.84.194",0
03/05/2017 10:40:00,2090838420,,"189.61.39.127",115
03/05/2017 10:35:00,2090835633,,"186.237.159.228",17
03/05/2017 10:31:00,2090833644,,"186.237.159.228",1
03/05/2017 10:31:00,2090833589,,"186.237.159.228",1
03/05/2017 10:30:00,2090833527,,"186.237.159.228",1
03/05/2017 10:30:00,2090833472,,"186.237.159.228",1
03/05/2017 10:30:00,2090833414,,"186.237.159.228",1
03/05/2017 10:30:00,2090833412,,"186.237.159.228",1
03/05/2017 10:29:00,2090832810,,"189.26.160.191",1
03/05/2017 10:29:00,2090832731,,"187.104.177.181",1
03/05/2017 10:17:00,2090827485,,"187.58.63.2",1
03/05/2017 10:16:00,2090827051,,"177.128.204.194",33
03/05/2017 10:10:00,2090824487,,"187.94.16.28",0
03/05/2017 10:10:00,2090824431,,"157.55.39.105",0
03/05/2017 10:04:00,2090821933,,"24.50.204.232",1
03/05/2017 10:04:00,2090821849,,"54.236.1.11",0
03/05/2017 10:04:00,2090821837,,"24.50.204.232",1
03/05/2017 10:04:00,2090821822,,"199.30.24.50",0
03/05/2017 10:02:00,2090820673,,"207.46.13.11",0
03/05/2017 09:56:00,2090817816,,"186.232.91.1",18
03/05/2017 09:51:00,2090815445,,"200.171.89.44",26
03/05/2017 09:48:00,2090814413,,"179.233.100.19",18
03/05/2017 09:48:00,2090814407,,"179.104.39.101",5
03/05/2017 09:45:00,2090813122,,"201.18.153.188",27
03/05/2017 09:43:00,2090812290,,"40.77.167.37",0
03/05/2017 09:42:00,2090811925,,"177.137.192.206",1
03/05/2017 09:42:00,2090811867,,"31.13.114.11",2
03/05/2017 09:42:00,2090811858,,"66.220.145.152",2
03/05/2017 09:42:00,2090811855,,"173.252.91.169",2
03/05/2017 09:42:00,2090811850,,"173.252.122.120",2
03/05/2017 09:41:00,2090811514,,"207.46.13.11",0
03/05/2017 09:41:00,2090811259,,"179.252.82.24",2
03/05/2017 09:40:00,2090811121,,"31.13.114.53",2
03/05/2017 09:40:00,2090811119,,"173.252.115.5",2
03/05/2017 09:40:00,2090810794,,"66.220.151.183",0
03/05/2017 09:38:00,2090810243,,"177.11.254.2",1
03/05/2017 09:32:00,2090807384,,"66.249.64.210",0
03/05/2017 09:29:00,2090806210,,"189.46.101.166",4
03/05/2017 09:20:00,2090802603,,"186.237.159.228",60
03/05/2017 09:20:00,2090802574,,"186.237.159.228",0
03/05/2017 09:18:00,2090801548,,"177.39.199.247",1
03/05/2017 09:17:00,2090801224,,"66.249.64.210",0
03/05/2017 09:16:00,2090800554,,"66.249.64.218",0
03/05/2017 09:15:00,2090800344,,"186.237.159.228",20
03/05/2017 09:15:00,2090800068,,"187.33.209.250",17
03/05/2017 09:12:00,2090798719,,"189.15.116.6",5
03/05/2017 09:10:00,2090798168,,"186.237.159.228",100
03/05/2017 09:10:00,2090798013,,"179.201.255.151",0
03/05/2017 09:06:00,2090796485,,"66.249.64.214",0
03/05/2017 09:03:00,2090795030,,"199.30.24.50",0
03/05/2017 08:59:00,2090793580,,"200.150.122.202",80
03/05/2017 08:57:00,2090792797,,"66.249.64.214",0
03/05/2017 08:56:00,2090792129,,"66.249.64.218",0
03/05/2017 08:55:00,2090791964,,"138.204.56.2",3
03/05/2017 08:52:00,2090790716,,"179.192.117.57",42
03/05/2017 08:50:00,2090789901,,"54.236.1.13",0
03/05/2017 08:49:00,2090789392,,"200.150.122.202",5
03/05/2017 08:48:00,2090789294,,"179.254.20.250",0
03/05/2017 08:47:00,2090788737,,"200.193.146.84",1
03/05/2017 08:44:00,2090787236,,"177.79.30.147",2
03/05/2017 08:43:00,2090787081,,"54.236.1.11",0
03/05/2017 08:43:00,2090787031,,"177.79.8.221",0
03/05/2017 08:43:00,2090787030,,"66.249.64.214",0
03/05/2017 08:40:00,2090785459,,"186.234.253.55",5
03/05/2017 08:30:00,2090782076,,"186.237.159.228",42
03/05/2017 08:17:00,2090777086,,"138.219.253.253",2
03/05/2017 08:16:00,2090776863,,"66.249.64.210",0
03/05/2017 08:15:00,2090776366,,"186.206.68.18",1
03/05/2017 08:11:00,2090774907,,"66.249.64.210",0
03/05/2017 08:10:00,2090774583,,"66.249.64.214",0
03/05/2017 08:10:00,2090774463,,"66.249.64.210",0
03/05/2017 08:10:00,2090774431,,"66.249.64.214",0
03/05/2017 08:06:00,2090773253,,"186.237.159.228",1
03/05/2017 07:58:00,2090770495,,"186.237.159.228",48
03/05/2017 07:55:00,2090769524,,"66.249.64.214",0
03/05/2017 07:55:00,2090769509,,"66.249.64.214",0
03/05/2017 07:55:00,2090769420,,"66.249.64.218",0
03/05/2017 07:54:00,2090768873,,"200.195.133.163",2
03/05/2017 07:53:00,2090768721,,"191.21.19.14",46
03/05/2017 07:45:00,2090765906,,"189.80.71.175",3
03/05/2017 07:44:00,2090765701,,"131.253.25.196",0
03/05/2017 07:40:00,2090764355,,"200.0.102.2",7
03/05/2017 07:38:00,2090763745,,"65.55.210.108",0
03/05/2017 07:35:00,2090763091,,"186.237.159.228",54
03/05/2017 07:35:00,2090763003,,"186.237.159.228",0
03/05/2017 07:33:00,2090762447,,"157.55.39.11",0
03/05/2017 07:27:00,2090760652,,"66.249.64.210",0
03/05/2017 07:27:00,2090760605,,"66.249.64.214",0
03/05/2017 07:27:00,2090760563,,"66.249.64.218",0
03/05/2017 07:26:00,2090760412,,"66.249.64.218",0
03/05/2017 07:26:00,2090760366,,"199.30.24.63",0
03/05/2017 07:26:00,2090760178,,"157.55.39.11",0
03/05/2017 07:22:00,2090759232,,"157.55.39.105",0
03/05/2017 07:22:00,2090759084,,"187.87.204.204",2
03/05/2017 07:15:00,2090756936,,"189.44.225.227",40
03/05/2017 07:12:00,2090755840,,"201.4.45.217",2
03/05/2017 07:12:00,2090755779,,"157.55.39.105",0
03/05/2017 06:52:00,2090750499,,"207.46.13.11",0
03/05/2017 06:47:00,2090749106,,"207.46.13.11",0
03/05/2017 06:47:00,2090748955,,"66.249.64.218",0
03/05/2017 06:24:00,2090742960,,"199.30.24.63",0
03/05/2017 06:20:00,2090741908,,"170.150.93.187",1
03/05/2017 06:12:00,2090739791,,"213.22.42.65",2
03/05/2017 06:04:00,2090737795,,"157.55.39.105",0
03/05/2017 06:00:00,2090736730,,"157.55.39.105",0
03/05/2017 05:59:00,2090736423,,"157.55.39.105",0
03/05/2017 05:57:00,2090735744,,"157.55.39.105",0
03/05/2017 05:54:00,2090734878,,"157.55.39.11",0
03/05/2017 05:54:00,2090734676,,"62.48.192.198",2
